code,trade_time,close,open,high,low,vol,amount,date,pre_close,change,pct_chg
000002.SZ,2025-01-02 10:24:00,7.31,7.3,7.31,7.3,223300.0,1631338.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:25:00,7.31,7.3,7.31,7.3,86900.0,634915.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:26:00,7.31,7.31,7.32,7.31,242600.0,1773600.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:27:00,7.31,7.32,7.32,7.3,313700.0,2293246.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:28:00,7.31,7.31,7.31,7.3,273300.0,1997520.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:29:00,7.31,7.31,7.32,7.31,274700.0,2008347.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:30:00,7.31,7.31,7.32,7.3,224400.0,1639827.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:31:00,7.31,7.31,7.31,7.3,151800.0,1108504.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:32:00,7.31,7.31,7.31,7.3,52800.0,385606.0,20250102,7.31,0.0,0.0
000002.SZ,2025-01-02 10:33:00,7.3,7.3,7.31,7.29,910800.0,6648054.0,20250102,7.31,-0.01,-0.14
000002.SZ,2025-01-02 10:34:00,7.3,7.3,7.3,7.29,335100.0,2445443.0,20250102,7.3,0.0,0.0
000002.SZ,2025-01-02 10:35:00,7.29,7.3,7.3,7.29,105400.0,768631.0,20250102,7.3,-0.01,-0.14
000002.SZ,2025-01-02 10:36:00,7.29,7.29,7.3,7.29,95400.0,695862.0,20250102,7.29,0.0,0.0
000002.SZ,2025-01-02 10:37:00,7.28,7.28,7.29,7.28,986800.0,7192054.0,20250102,7.29,-0.01,-0.14
000002.SZ,2025-01-02 10:38:00,7.29,7.29,7.29,7.28,267800.0,1950825.0,20250102,7.28,0.01,0.14
000002.SZ,2025-01-02 10:39:00,7.29,7.28,7.29,7.28,444100.0,3235759.0,20250102,7.29,0.0,0.0
000002.SZ,2025-01-02 10:40:00,7.29,7.3,7.3,7.28,515800.0,3759646.0,20250102,7.29,0.0,0.0
000002.SZ,2025-01-02 10:41:00,7.28,7.28,7.29,7.27,1202600.0,8755555.0,20250102,7.29,-0.01,-0.14
000002.SZ,2025-01-02 10:42:00,7.26,7.27,7.27,7.26,1567200.0,11386736.0,20250102,7.28,-0.02,-0.27
000002.SZ,2025-01-02 10:43:00,7.27,7.26,7.27,7.26,281400.0,2043420.0,20250102,7.26,0.01,0.14
000002.SZ,2025-01-02 10:44:00,7.26,7.27,7.27,7.25,959400.0,6965237.0,20250102,7.27,-0.01,-0.14
000002.SZ,2025-01-02 10:45:00,7.26,7.26,7.26,7.25,197000.0,1429709.0,20250102,7.26,0.0,0.0
000002.SZ,2025-01-02 10:46:00,7.27,7.26,7.27,7.25,468100.0,3397938.0,20250102,7.26,0.01,0.14
000002.SZ,2025-01-02 10:47:00,7.27,7.27,7.27,7.26,104300.0,757479.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 10:48:00,7.26,7.27,7.27,7.26,253620.0,1843339.2,20250102,7.27,-0.01,-0.14
000002.SZ,2025-01-02 10:49:00,7.27,7.27,7.27,7.26,187000.0,1358125.0,20250102,7.26,0.01,0.14
000002.SZ,2025-01-02 10:50:00,7.27,7.27,7.27,7.26,170100.0,1236022.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 10:51:00,7.27,7.27,7.27,7.26,604800.0,4394824.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 10:52:00,7.28,7.27,7.28,7.27,172600.0,1254699.0,20250102,7.27,0.01,0.14
000002.SZ,2025-01-02 10:53:00,7.27,7.27,7.28,7.27,735500.0,5353124.0,20250102,7.28,-0.01,-0.14
000002.SZ,2025-01-02 10:54:00,7.27,7.28,7.28,7.27,220600.0,1605754.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 10:55:00,7.28,7.27,7.28,7.27,124000.0,902630.0,20250102,7.27,0.01,0.14
000002.SZ,2025-01-02 10:56:00,7.27,7.27,7.28,7.27,367600.0,2672733.0,20250102,7.28,-0.01,-0.14
000002.SZ,2025-01-02 10:57:00,7.28,7.28,7.28,7.27,195500.0,1421391.0,20250102,7.27,0.01,0.14
000002.SZ,2025-01-02 10:58:00,7.26,7.27,7.27,7.26,309300.0,2248190.0,20250102,7.28,-0.02,-0.27
000002.SZ,2025-01-02 10:59:00,7.26,7.26,7.27,7.26,437100.0,3173554.0,20250102,7.26,0.0,0.0
000002.SZ,2025-01-02 11:00:00,7.27,7.26,7.27,7.26,160400.0,1165643.0,20250102,7.26,0.01,0.14
000002.SZ,2025-01-02 11:01:00,7.27,7.27,7.27,7.26,112500.0,817213.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 11:02:00,7.27,7.26,7.27,7.26,46000.0,334199.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 11:03:00,7.26,7.26,7.27,7.26,60400.0,438613.0,20250102,7.27,-0.01,-0.14
000002.SZ,2025-01-02 11:04:00,7.27,7.27,7.27,7.26,39300.0,285636.0,20250102,7.26,0.01,0.14
000002.SZ,2025-01-02 11:05:00,7.28,7.26,7.28,7.26,438100.0,3184963.0,20250102,7.27,0.01,0.14
000002.SZ,2025-01-02 11:06:00,7.27,7.27,7.28,7.27,254600.0,1851062.0,20250102,7.28,-0.01,-0.14
000002.SZ,2025-01-02 11:07:00,7.27,7.27,7.28,7.27,183600.0,1334833.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 11:08:00,7.27,7.26,7.27,7.26,179400.0,1303644.0,20250102,7.27,0.0,0.0
000002.SZ,2025-01-02 11:09:00,7.26,7.27,7.27,7.26,85600.0,622094.0,20250102,7.27,-0.01,-0.14
000002.SZ,2025-01-02 11:10:00,7.28,7.27,7.28,7.27,74800.0,543882.0,20250102,7.26,0.02,0.28
000002.SZ,2025-01-02 11:11:00,7.26,7.27,7.28,7.26,264200.0,1920284.0,20250102,7.28,-0.02,-0.27
000002.SZ,2025-01-02 11:12:00,7.25,7.26,7.27,7.25,1138580.0,8264880.0,20250102,7.26,-0.01,-0.14
000002.SZ,2025-01-02 11:13:00,7.25,7.25,7.26,7.25,183700.0,1332004.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 11:14:00,7.25,7.26,7.26,7.25,185000.0,1341425.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 11:15:00,7.26,7.26,7.26,7.25,396000.0,2871403.0,20250102,7.25,0.01,0.14
000002.SZ,2025-01-02 11:16:00,7.26,7.26,7.26,7.25,67400.0,488819.0,20250102,7.26,0.0,0.0
000002.SZ,2025-01-02 11:17:00,7.24,7.25,7.26,7.24,716390.0,5194098.5,20250102,7.26,-0.02,-0.28
000002.SZ,2025-01-02 11:18:00,7.25,7.25,7.25,7.24,612401.0,4439290.0,20250102,7.24,0.01,0.14
000002.SZ,2025-01-02 11:19:00,7.25,7.25,7.26,7.25,217700.0,1578415.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 11:20:00,7.25,7.25,7.26,7.24,247800.0,1796412.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 11:21:00,7.25,7.25,7.25,7.24,100400.0,727164.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 11:22:00,7.24,7.24,7.25,7.24,103400.0,748862.0,20250102,7.25,-0.01,-0.14
000002.SZ,2025-01-02 11:23:00,7.25,7.25,7.25,7.24,84600.0,613051.0,20250102,7.24,0.01,0.14
000002.SZ,2025-01-02 11:24:00,7.24,7.25,7.25,7.24,222300.0,1609592.0,20250102,7.25,-0.01,-0.14
000002.SZ,2025-01-02 11:25:00,7.25,7.24,7.25,7.24,61500.0,445491.0,20250102,7.24,0.01,0.14
000002.SZ,2025-01-02 11:26:00,7.24,7.24,7.25,7.24,553000.0,4003994.0,20250102,7.25,-0.01,-0.14
000002.SZ,2025-01-02 11:27:00,7.24,7.24,7.25,7.23,306600.0,2219755.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 11:28:00,7.23,7.23,7.24,7.23,124600.0,901315.0,20250102,7.24,-0.01,-0.14
000002.SZ,2025-01-02 11:29:00,7.24,7.23,7.24,7.23,89900.0,650567.0,20250102,7.23,0.01,0.14
000002.SZ,2025-01-02 11:30:00,7.24,7.24,7.24,7.23,278500.0,2015271.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:01:00,7.25,7.24,7.25,7.24,967400.0,7004987.0,20250102,7.24,0.01,0.14
000002.SZ,2025-01-02 13:02:00,7.23,7.25,7.25,7.23,325900.0,2359718.0,20250102,7.25,-0.02,-0.28
000002.SZ,2025-01-02 13:03:00,7.24,7.23,7.24,7.23,92700.0,670611.0,20250102,7.23,0.01,0.14
000002.SZ,2025-01-02 13:04:00,7.26,7.23,7.26,7.23,519600.0,3764619.0,20250102,7.24,0.02,0.28
000002.SZ,2025-01-02 13:05:00,7.25,7.25,7.26,7.25,138400.0,1003414.0,20250102,7.26,-0.01,-0.14
000002.SZ,2025-01-02 13:06:00,7.26,7.26,7.26,7.25,71100.0,515776.0,20250102,7.25,0.01,0.14
000002.SZ,2025-01-02 13:07:00,7.25,7.25,7.25,7.25,151900.0,1101115.0,20250102,7.26,-0.01,-0.14
000002.SZ,2025-01-02 13:08:00,7.25,7.25,7.25,7.24,166400.0,1205310.0,20250102,7.25,0.0,0.0
000002.SZ,2025-01-02 13:09:00,7.24,7.24,7.25,7.23,414000.0,2997368.0,20250102,7.25,-0.01,-0.14
000002.SZ,2025-01-02 13:10:00,7.24,7.23,7.24,7.23,215900.0,1561664.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:11:00,7.24,7.23,7.24,7.23,132800.0,960924.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:12:00,7.24,7.24,7.24,7.23,56600.0,409590.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:13:00,7.24,7.24,7.24,7.23,255900.0,1851046.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:14:00,7.24,7.24,7.24,7.23,86200.0,623768.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:15:00,7.24,7.24,7.24,7.23,95100.0,688002.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:16:00,7.24,7.24,7.24,7.23,211100.0,1527111.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:17:00,7.24,7.24,7.24,7.23,325800.0,2356275.0,20250102,7.24,0.0,0.0
000002.SZ,2025-01-02 13:18:00,7.22,7.23,7.24,7.22,247900.0,1792535.0,20250102,7.24,-0.02,-0.28
000002.SZ,2025-01-02 13:19:00,7.23,7.23,7.24,7.22,287100.0,2075596.0,20250102,7.22,0.01,0.14
000002.SZ,2025-01-02 13:20:00,7.23,7.23,7.24,7.22,523200.0,3782824.0,20250102,7.23,0.0,0.0
000002.SZ,2025-01-02 13:21:00,7.22,7.22,7.23,7.22,197100.0,1423717.0,20250102,7.23,-0.01,-0.14
000002.SZ,2025-01-02 13:22:00,7.21,7.22,7.23,7.21,812500.0,5866701.0,20250102,7.22,-0.01,-0.14
000002.SZ,2025-01-02 13:23:00,7.22,7.22,7.23,7.21,283600.0,2047448.0,20250102,7.21,0.01,0.14
000002.SZ,2025-01-02 13:24:00,7.22,7.23,7.23,7.21,262500.0,1894464.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:25:00,7.22,7.22,7.22,7.21,176800.0,1275467.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:26:00,7.22,7.21,7.22,7.21,160000.0,1154563.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:27:00,7.21,7.21,7.22,7.21,267000.0,1925857.0,20250102,7.22,-0.01,-0.14
000002.SZ,2025-01-02 13:28:00,7.21,7.21,7.21,7.2,1081000.0,7791607.0,20250102,7.21,0.0,0.0
000002.SZ,2025-01-02 13:29:00,7.21,7.21,7.21,7.2,262000.0,1887415.0,20250102,7.21,0.0,0.0
000002.SZ,2025-01-02 13:30:00,7.22,7.21,7.22,7.2,930541.0,6712247.5,20250102,7.21,0.01,0.14
000002.SZ,2025-01-02 13:31:00,7.22,7.22,7.23,7.22,185700.0,1340787.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:32:00,7.22,7.22,7.23,7.22,160000.0,1154781.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:33:00,7.22,7.22,7.22,7.21,177100.0,1278391.0,20250102,7.22,0.0,0.0
000002.SZ,2025-01-02 13:34:00,7.21,7.21,7.22,7.21,166200.0,1198542.0,20250102,7.22,-0.01,-0.14
000002.SZ,2025-01-02 13:35:00,7.21,7.22,7.22,7.21,87500.0,631119.0,20250102,7.21,0.0,0.0
000002.SZ,2025-01-02 13:36:00,7.22,7.22,7.22,7.21,76000.0,548102.0,20250102,7.21,0.01,0.14
000002.SZ,2025-01-02 13:37:00,7.2,7.21,7.21,7.2,495810.0,3573510.0,20250102,7.22,-0.02,-0.28
000002.SZ,2025-01-02 13:38:00,7.2,7.2,7.21,7.2,138000.0,993799.0,20250102,7.2,0.0,0.0
000002.SZ,2025-01-02 13:39:00,7.2,7.2,7.21,7.2,413280.0,2975940.0,20250102,7.2,0.0,0.0
000002.SZ,2025-01-02 13:40:00,7.2,7.21,7.21,7.19,875910.0,6305785.0,20250102,7.2,0.0,0.0
000002.SZ,2025-01-02 13:41:00,7.2,7.19,7.2,7.19,226200.0,1627202.0,20250102,7.2,0.0,0.0
000002.SZ,2025-01-02 13:42:00,7.19,7.19,7.2,7.19,552000.0,3970165.0,20250102,7.2,-0.01,-0.14
000002.SZ,2025-01-02 13:43:00,7.2,7.19,7.2,7.19,284357.0,2045164.9,20250102,7.19,0.01,0.14
000002.SZ,2025-01-02 13:44:00,7.19,7.19,7.2,7.19,166900.0,1200357.0,20250102,7.2,-0.01,-0.14
000002.SZ,2025-01-02 13:45:00,7.18,7.19,7.2,7.17,1383543.0,9939875.0,20250102,7.19,-0.01,-0.14
000002.SZ,2025-01-02 13:46:00,7.18,7.18,7.19,7.18,1126458.0,8088151.5,20250102,7.18,0.0,0.0
000002.SZ,2025-01-02 13:47:00,7.18,7.18,7.19,7.18,477600.0,3429463.0,20250102,7.18,0.0,0.0
000002.SZ,2025-01-02 13:48:00,7.19,7.19,7.19,7.18,322200.0,2313761.0,20250102,7.18,0.01,0.14
000002.SZ,2025-01-02 13:49:00,7.17,7.19,7.19,7.17,492400.0,3532851.0,20250102,7.19,-0.02,-0.28
000002.SZ,2025-01-02 13:50:00,7.17,7.17,7.18,7.17,790300.0,5669373.0,20250102,7.17,0.0,0.0
000002.SZ,2025-01-02 13:51:00,7.17,7.17,7.18,7.16,459400.0,3292124.0,20250102,7.17,0.0,0.0
000002.SZ,2025-01-02 13:52:00,7.16,7.16,7.17,7.16,665700.0,4766853.0,20250102,7.17,-0.01,-0.14
000002.SZ,2025-01-02 13:53:00,7.17,7.16,7.17,7.16,313800.0,2247592.0,20250102,7.16,0.01,0.14
000002.SZ,2025-01-02 13:54:00,7.15,7.16,7.17,7.15,511900.0,3664970.0,20250102,7.17,-0.02,-0.28
000002.SZ,2025-01-02 13:55:00,7.16,7.16,7.16,7.15,324800.0,2323481.0,20250102,7.15,0.01,0.14
000002.SZ,2025-01-02 13:56:00,7.16,7.16,7.17,7.15,1141901.0,8173409.0,20250102,7.16,0.0,0.0
000002.SZ,2025-01-02 13:57:00,7.16,7.17,7.17,7.15,426400.0,3053102.0,20250102,7.16,0.0,0.0
000002.SZ,2025-01-02 13:58:00,7.17,7.16,7.17,7.16,398700.0,2855920.0,20250102,7.16,0.01,0.14
000002.SZ,2025-01-02 13:59:00,7.18,7.17,7.18,7.17,340300.0,2440704.0,20250102,7.17,0.01,0.14
000002.SZ,2025-01-02 14:00:00,7.19,7.18,7.19,7.17,279400.0,2006181.0,20250102,7.18,0.01,0.14
000002.SZ,2025-01-02 14:01:00,7.18,7.18,7.19,7.17,280000.0,2010459.0,20250102,7.19,-0.01,-0.14
000002.SZ,2025-01-02 14:02:00,7.17,7.18,7.18,7.16,250500.0,1796370.0,20250102,7.18,-0.01,-0.14
000002.SZ,2025-01-02 14:03:00,7.17,7.17,7.18,7.16,547300.0,3924023.0,20250102,7.17,0.0,0.0
000002.SZ,2025-01-02 14:04:00,7.17,7.18,7.19,7.17,342000.0,2454717.0,20250102,7.17,0.0,0.0
000002.SZ,2025-01-02 14:05:00,7.18,7.18,7.18,7.16,812000.0,5821358.0,20250102,7.17,0.01,0.14
000002.SZ,2025-01-02 14:06:00,7.16,7.17,7.18,7.15,589800.0,4223892.0,20250102,7.18,-0.02,-0.28
000002.SZ,2025-01-02 14:07:00,7.16,7.16,7.17,7.15,228000.0,1631287.0,20250102,7.16,0.0,0.0
000002.SZ,2025-01-02 14:08:00,7.16,7.16,7.16,7.15,178800.0,1279384.0,20250102,7.16,0.0,0.0
000002.SZ,2025-01-02 14:09:00,7.15,7.15,7.16,7.15,733600.0,5246521.0,20250102,7.16,-0.01,-0.14
000002.SZ,2025-01-02 14:10:00,7.14,7.15,7.15,7.14,454863.0,3249479.8,20250102,7.15,-0.01,-0.14
000002.SZ,2025-01-02 14:11:00,7.12,7.14,7.15,7.12,1016337.0,7248103.0,20250102,7.14,-0.02,-0.28
000002.SZ,2025-01-02 14:12:00,7.12,7.12,7.13,7.11,643900.0,4585189.0,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:13:00,7.12,7.12,7.13,7.12,291800.0,2078529.0,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:14:00,7.12,7.12,7.13,7.11,993000.0,7070622.0,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:15:00,7.11,7.13,7.13,7.11,579302.0,4121314.2,20250102,7.12,-0.01,-0.14
000002.SZ,2025-01-02 14:16:00,7.11,7.11,7.12,7.11,283500.0,2016534.0,20250102,7.11,0.0,0.0
000002.SZ,2025-01-02 14:17:00,7.1,7.12,7.12,7.1,816698.0,5805317.0,20250102,7.11,-0.01,-0.14
000002.SZ,2025-01-02 14:18:00,7.11,7.11,7.12,7.1,559300.0,3975943.0,20250102,7.1,0.01,0.14
000002.SZ,2025-01-02 14:19:00,7.12,7.1,7.12,7.1,1224500.0,8707293.0,20250102,7.11,0.01,0.14
000002.SZ,2025-01-02 14:20:00,7.12,7.12,7.12,7.11,477762.0,3398148.8,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:21:00,7.12,7.12,7.12,7.11,141100.0,1004132.0,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:22:00,7.1,7.12,7.12,7.1,557100.0,3960804.0,20250102,7.12,-0.02,-0.28
000002.SZ,2025-01-02 14:23:00,7.12,7.1,7.12,7.1,352600.0,2506131.0,20250102,7.1,0.02,0.28
000002.SZ,2025-01-02 14:24:00,7.12,7.12,7.12,7.11,445300.0,3169217.0,20250102,7.12,0.0,0.0
000002.SZ,2025-01-02 14:25:00,7.13,7.12,7.13,7.12,268174.0,1910104.9,20250102,7.12,0.01,0.14
000002.SZ,2025-01-02 14:26:00,7.13,7.13,7.13,7.12,227888.0,1624124.5,20250102,7.13,0.0,0.0
000002.SZ,2025-01-02 14:27:00,7.12,7.13,7.13,7.12,246700.0,1757914.0,20250102,7.13,-0.01,-0.14
000002.SZ,2025-01-02 14:28:00,7.13,7.12,7.13,7.12,128200.0,913226.0,20250102,7.12,0.01,0.14
000002.SZ,2025-01-02 14:29:00,7.13,7.13,7.14,7.12,648100.0,4622053.0,20250102,7.13,0.0,0.0
000002.SZ,2025-01-02 14:30:00,7.14,7.13,7.14,7.13,460300.0,3283175.0,20250102,7.13,0.01,0.14
000002.SZ,2025-01-02 14:31:00,7.13,7.14,7.14,7.12,261900.0,1867132.0,20250102,7.14,-0.01,-0.14
000002.SZ,2025-01-02 14:32:00,7.13,7.13,7.13,7.12,172900.0,1232083.0,20250102,7.13,0.0,0.0
000002.SZ,2025-01-02 14:33:00,7.13,7.13,7.13,7.12,967300.0,6887880.0,20250102,7.13,0.0,0.0
000002.SZ,2025-01-02 14:34:00,7.1,7.11,7.12,7.1,1659138.0,11802449.0,20250102,7.13,-0.03,-0.42
000002.SZ,2025-01-02 14:35:00,7.1,7.1,7.11,7.1,305900.0,2172642.0,20250102,7.1,0.0,0.0
000002.SZ,2025-01-02 14:36:00,7.11,7.11,7.11,7.1,280800.0,1994511.0,20250102,7.1,0.01,0.14
000002.SZ,2025-01-02 14:37:00,7.1,7.11,7.11,7.09,797600.0,5664612.0,20250102,7.11,-0.01,-0.14
000002.SZ,2025-01-02 14:38:00,7.09,7.1,7.1,7.09,503400.0,3570498.0,20250102,7.1,-0.01,-0.14
000002.SZ,2025-01-02 14:39:00,7.09,7.09,7.1,7.09,379200.0,2688898.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:40:00,7.09,7.09,7.1,7.08,1541300.0,10924651.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:41:00,7.1,7.08,7.1,7.08,752100.0,5330645.0,20250102,7.09,0.01,0.14
000002.SZ,2025-01-02 14:42:00,7.09,7.1,7.1,7.09,422800.0,2998174.0,20250102,7.1,-0.01,-0.14
000002.SZ,2025-01-02 14:43:00,7.1,7.09,7.1,7.09,346400.0,2456980.0,20250102,7.09,0.01,0.14
000002.SZ,2025-01-02 14:44:00,7.09,7.09,7.1,7.09,610800.0,4332486.0,20250102,7.1,-0.01,-0.14
000002.SZ,2025-01-02 14:45:00,7.09,7.09,7.1,7.08,503100.0,3567678.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:46:00,7.08,7.09,7.09,7.08,553100.0,3919182.0,20250102,7.09,-0.01,-0.14
000002.SZ,2025-01-02 14:47:00,7.08,7.08,7.09,7.08,380400.0,2695014.0,20250102,7.08,0.0,0.0
000002.SZ,2025-01-02 14:48:00,7.08,7.08,7.09,7.08,781938.0,5539171.0,20250102,7.08,0.0,0.0
000002.SZ,2025-01-02 14:49:00,7.09,7.08,7.09,7.08,705000.0,4992841.0,20250102,7.08,0.01,0.14
000002.SZ,2025-01-02 14:50:00,7.09,7.08,7.09,7.07,1296800.0,9181886.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:51:00,7.09,7.09,7.09,7.08,714700.0,5063404.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:52:00,7.1,7.09,7.1,7.09,477543.0,3386330.8,20250102,7.09,0.01,0.14
000002.SZ,2025-01-02 14:53:00,7.1,7.1,7.1,7.09,399200.0,2833325.0,20250102,7.1,0.0,0.0
000002.SZ,2025-01-02 14:54:00,7.09,7.09,7.1,7.09,713300.0,5059279.0,20250102,7.1,-0.01,-0.14
000002.SZ,2025-01-02 14:55:00,7.1,7.09,7.1,7.09,414200.0,2938870.0,20250102,7.09,0.01,0.14
000002.SZ,2025-01-02 14:56:00,7.1,7.1,7.1,7.09,519000.0,3682607.0,20250102,7.1,0.0,0.0
000002.SZ,2025-01-02 14:57:00,7.09,7.1,7.1,7.09,1092300.0,7752425.0,20250102,7.1,-0.01,-0.14
000002.SZ,2025-01-02 14:58:00,7.09,7.09,7.09,7.09,0.0,0.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 14:59:00,7.09,7.09,7.09,7.09,0.0,0.0,20250102,7.09,0.0,0.0
000002.SZ,2025-01-02 15:00:00,7.11,7.11,7.11,7.11,926500.0,6587415.0,20250102,7.09,0.02,0.28
